State,Phase,Time Period,Time Period Start Date,Time Period End Date,Perc of Pop with Symptoms of Depression,Perc of Pop with Symptoms of Anxiety,Perc of Pop with Symptoms of Either,Region_Northeast,Region_South,Region_West
Arizona,3,25,2021-02-17,2021-03-01,28.7,31.6,38.9,False,False,True
Arizona,3,26,2021-03-03,2021-03-15,29.3,31.7,38.0,False,False,True
Arizona,3,27,2021-03-17,2021-03-29,25.8,30.4,35.1,False,False,True
Arizona,3.1,28,2021-04-14,2021-04-26,25.6,30.3,34.4,False,False,True
Arizona,3.1,29,2021-04-28,2021-05-10,20.4,25.8,29.9,False,False,True
Arizona,3.1,30,2021-05-12,2021-05-24,19.3,23.0,27.9,False,False,True
Arizona,3.1,31,2021-05-26,2021-06-07,21.9,27.1,31.8,False,False,True
Arizona,3.1,32,2021-06-09,2021-06-21,23.3,27.2,32.0,False,False,True
Arizona,3.1,33,2021-06-23,2021-07-05,27.2,27.4,33.4,False,False,True
Arizona,3.2,34,2021-07-21,2021-08-02,22.4,27.2,32.0,False,False,True
Arizona,3.2,35,2021-08-04,2021-08-16,24.9,27.5,34.7,False,False,True
Arizona,3.2,36,2021-08-18,2021-08-30,25.5,30.4,35.8,False,False,True
Arizona,3.2,37,2021-09-01,2021-09-13,20.4,26.8,30.9,False,False,True
Arizona,3.2,38,2021-09-15,2021-09-27,23.2,27.0,30.9,False,False,True
Arizona,3.2,39,2021-09-29,2021-10-11,23.2,29.6,33.0,False,False,True
Arizona,3.3,40,2021-12-01,2021-12-13,22.4,26.9,31.2,False,False,True
Arizona,3.3,41,2021-12-29,2022-01-10,22.6,30.5,34.1,False,False,True
Arizona,3.3,42,2022-01-26,2022-02-07,20.9,26.1,31.5,False,False,True
Arizona,3.4,43,2022-03-02,2022-03-14,25.0,28.7,34.4,False,False,True
Arizona,3.4,44,2022-03-30,2022-04-11,18.3,26.7,28.5,False,False,True
Arizona,3.4,45,2022-04-27,2022-05-09,20.4,25.7,29.4,False,False,True
Arizona,3.5,46,2022-06-01,2022-06-13,25.6,30.7,34.8,False,False,True
Arizona,3.5,47,2022-06-29,2022-07-11,22.7,28.0,34.7,False,False,True
Arizona,3.5,48,2022-07-27,2022-08-08,20.7,29.0,31.4,False,False,True
Arizona,3.6,49,2022-09-14,2022-09-26,26.8,34.5,39.3,False,False,True
Arizona,3.6,50,2022-10-05,2022-10-17,27.7,35.4,39.7,False,False,True
Arizona,3.6,51,2022-11-02,2022-11-14,24.6,29.3,34.3,False,False,True
Arizona,3.7,52,2022-12-09,2022-12-19,23.0,27.3,31.1,False,False,True
Arizona,3.7,53,2023-01-04,2023-01-16,22.7,28.4,33.2,False,False,True
Arizona,3.7,54,2023-02-01,2023-02-13,23.3,31.8,35.8,False,False,True
Arizona,3.8,55,2023-03-01,2023-03-13,20.1,28.1,32.4,False,False,True
Arizona,3.8,56,2023-03-29,2023-04-10,20.7,27.2,31.0,False,False,True
Arizona,3.8,57,2023-04-26,2023-05-08,20.6,26.2,30.4,False,False,True
Arizona,3.9,58,2023-06-07,2023-06-19,20.3,28.2,33.7,False,False,True
Arizona,3.9,59,2023-06-28,2023-07-10,20.4,24.8,30.3,False,False,True
Arizona,3.9,60,2023-07-26,2023-08-07,24.6,29.9,34.1,False,False,True
Arizona,3.10,61,2023-08-23,2023-09-04,19.9,25.6,30.0,False,False,True
Arizona,3.10,62,2023-09-20,2023-10-02,20.7,26.2,30.6,False,False,True
Arkansas,1,1,2020-04-23,2020-05-05,26.6,33.7,38.0,False,True,False
Arkansas,1,2,2020-05-07,2020-05-12,24.5,29.1,33.0,False,True,False
Arkansas,1,3,2020-05-14,2020-05-19,28.9,28.7,35.2,False,True,False
Arkansas,1,4,2020-05-21,2020-05-26,23.8,28.6,33.8,False,True,False
Arkansas,1,5,2020-05-28,2020-06-02,28.9,35.3,39.0,False,True,False
Arkansas,1,6,2020-06-04,2020-06-09,26.5,31.6,38.2,False,True,False
Arkansas,1,7,2020-06-11,2020-06-16,29.6,33.7,39.0,False,True,False
Arkansas,1,8,2020-06-18,2020-06-23,28.7,32.7,38.2,False,True,False
Arkansas,1,9,2020-06-25,2020-06-30,29.6,33.5,37.4,False,True,False
Arkansas,1,10,2020-07-02,2020-07-07,30.2,34.7,41.2,False,True,False
Arkansas,1,11,2020-07-09,2020-07-14,34.8,40.0,45.1,False,True,False
Arkansas,1,12,2020-07-16,2020-07-21,33.7,36.8,43.5,False,True,False
Arkansas,2,13,2020-08-19,2020-08-31,23.9,30.5,35.3,False,True,False
Arkansas,2,14,2020-09-02,2020-09-14,29.8,36.0,41.1,False,True,False
Arkansas,2,15,2020-09-16,2020-09-28,23.1,28.7,31.6,False,True,False
Arkansas,2,16,2020-09-30,2020-10-12,30.2,35.4,42.3,False,True,False
Arkansas,2,17,2020-10-14,2020-10-26,27.3,32.0,38.5,False,True,False
Arkansas,3,18,2020-10-28,2020-11-09,28.3,38.8,41.6,False,True,False
Arkansas,3,19,2020-11-11,2020-11-23,32.7,39.0,44.2,False,True,False
Arkansas,3,20,2020-11-25,2020-12-07,28.5,37.2,41.9,False,True,False
Arkansas,3,21,2020-12-09,2020-12-21,28.3,38.5,43.0,False,True,False
Arkansas,3,22,2021-01-06,2021-01-18,28.8,37.6,41.1,False,True,False
Arkansas,3,23,2021-01-20,2021-02-01,28.5,35.1,40.0,False,True,False
Arkansas,3,24,2021-02-03,2021-02-15,33.4,38.1,43.4,False,True,False
Arkansas,3,25,2021-02-17,2021-03-01,28.2,33.7,39.7,False,True,False
Arkansas,3,26,2021-03-03,2021-03-15,35.0,39.2,47.2,False,True,False
Arkansas,3,27,2021-03-17,2021-03-29,28.4,31.9,37.5,False,True,False
Arkansas,3.1,28,2021-04-14,2021-04-26,26.3,26.1,34.8,False,True,False
Arkansas,3.1,29,2021-04-28,2021-05-10,27.2,29.9,35.5,False,True,False
Arkansas,3.1,30,2021-05-12,2021-05-24,22.1,29.8,33.7,False,True,False
Arkansas,3.1,31,2021-05-26,2021-06-07,24.1,26.9,32.9,False,True,False
Arkansas,3.1,32,2021-06-09,2021-06-21,20.8,28.4,34.5,False,True,False
Arkansas,3.1,33,2021-06-23,2021-07-05,17.4,24.1,26.4,False,True,False
Arkansas,3.2,34,2021-07-21,2021-08-02,24.5,29.6,35.0,False,True,False
Arkansas,3.2,35,2021-08-04,2021-08-16,24.9,28.1,35.1,False,True,False
Arkansas,3.2,36,2021-08-18,2021-08-30,25.1,32.2,36.2,False,True,False
Arkansas,3.2,37,2021-09-01,2021-09-13,23.6,30.0,34.5,False,True,False
Arkansas,3.2,38,2021-09-15,2021-09-27,29.7,30.6,38.3,False,True,False
Arkansas,3.2,39,2021-09-29,2021-10-11,26.7,33.8,37.8,False,True,False
Arkansas,3.3,40,2021-12-01,2021-12-13,25.1,29.7,34.4,False,True,False
Arkansas,3.3,41,2021-12-29,2022-01-10,31.4,36.1,40.6,False,True,False
Arkansas,3.3,42,2022-01-26,2022-02-07,24.5,34.4,38.2,False,True,False
Arkansas,3.4,43,2022-03-02,2022-03-14,28.4,33.1,38.8,False,True,False
Arkansas,3.4,44,2022-03-30,2022-04-11,20.8,26.9,32.8,False,True,False
Arkansas,3.4,45,2022-04-27,2022-05-09,20.4,26.0,28.3,False,True,False
Arkansas,3.5,46,2022-06-01,2022-06-13,26.2,33.0,37.5,False,True,False
Arkansas,3.5,47,2022-06-29,2022-07-11,30.8,34.6,39.6,False,True,False
Arkansas,3.5,48,2022-07-27,2022-08-08,23.4,27.0,31.4,False,True,False
Arkansas,3.6,49,2022-09-14,2022-09-26,30.2,38.3,41.7,False,True,False
Arkansas,3.6,50,2022-10-05,2022-10-17,30.4,39.1,43.6,False,True,False
Arkansas,3.6,51,2022-11-02,2022-11-14,30.2,36.3,40.3,False,True,False
Arkansas,3.7,52,2022-12-09,2022-12-19,26.1,32.1,37.0,False,True,False
Arkansas,3.7,53,2023-01-04,2023-01-16,21.7,25.5,30.6,False,True,False
Arkansas,3.7,54,2023-02-01,2023-02-13,23.4,28.9,32.6,False,True,False
Arkansas,3.8,55,2023-03-01,2023-03-13,24.6,32.9,36.2,False,True,False
Arkansas,3.8,56,2023-03-29,2023-04-10,27.9,31.9,39.6,False,True,False
Arkansas,3.8,57,2023-04-26,2023-05-08,22.0,30.9,35.3,False,True,False
Arkansas,3.9,58,2023-06-07,2023-06-19,27.1,32.6,39.4,False,True,False
Arkansas,3.9,59,2023-06-28,2023-07-10,25.2,27.2,33.2,False,True,False
Arkansas,3.9,60,2023-07-26,2023-08-07,27.2,34.2,39.4,False,True,False
Arkansas,3.10,61,2023-08-23,2023-09-04,26.1,27.5,34.2,False,True,False
Arkansas,3.10,62,2023-09-20,2023-10-02,24.5,31.4,37.5,False,True,False
California,1,1,2020-04-23,2020-05-05,25.4,30.8,37.4,False,False,True
California,1,2,2020-05-07,2020-05-12,22.8,31.4,34.4,False,False,True
California,1,3,2020-05-14,2020-05-19,28.7,32.3,38.8,False,False,True
California,1,4,2020-05-21,2020-05-26,26.9,30.4,36.2,False,False,True
California,1,5,2020-05-28,2020-06-02,26.9,33.8,38.6,False,False,True
California,1,6,2020-06-04,2020-06-09,28.6,33.7,39.7,False,False,True
California,1,7,2020-06-11,2020-06-16,27.2,33.7,37.9,False,False,True
California,1,8,2020-06-18,2020-06-23,26.4,34.4,39.1,False,False,True
California,1,9,2020-06-25,2020-06-30,27.6,32.2,38.1,False,False,True
California,1,10,2020-07-02,2020-07-07,27.6,32.9,39.4,False,False,True
California,1,11,2020-07-09,2020-07-14,31.8,39.1,44.5,False,False,True
California,1,12,2020-07-16,2020-07-21,31.2,38.9,44.1,False,False,True
California,2,13,2020-08-19,2020-08-31,25.9,32.4,38.0,False,False,True
California,2,14,2020-09-02,2020-09-14,27.6,34.2,39.1,False,False,True
California,2,15,2020-09-16,2020-09-28,28.7,37.2,42.3,False,False,True
California,2,16,2020-09-30,2020-10-12,29.4,36.2,42.4,False,False,True
California,2,17,2020-10-14,2020-10-26,27.7,35.3,39.9,False,False,True
California,3,18,2020-10-28,2020-11-09,29.7,38.2,43.7,False,False,True
California,3,19,2020-11-11,2020-11-23,30.7,39.0,45.1,False,False,True
California,3,20,2020-11-25,2020-12-07,30.2,36.8,43.2,False,False,True
California,3,21,2020-12-09,2020-12-21,31.4,38.9,45.0,False,False,True
California,3,22,2021-01-06,2021-01-18,31.3,39.9,45.4,False,False,True
California,3,23,2021-01-20,2021-02-01,30.7,39.7,46.1,False,False,True
California,3,24,2021-02-03,2021-02-15,30.3,35.7,42.1,False,False,True
California,3,25,2021-02-17,2021-03-01,29.5,35.9,41.5,False,False,True
California,3,26,2021-03-03,2021-03-15,28.5,33.0,39.7,False,False,True
California,3,27,2021-03-17,2021-03-29,27.3,34.0,39.3,False,False,True
California,3.1,28,2021-04-14,2021-04-26,27.2,30.5,37.3,False,False,True
California,3.1,29,2021-04-28,2021-05-10,23.1,28.5,33.0,False,False,True
California,3.1,30,2021-05-12,2021-05-24,24.7,26.5,32.3,False,False,True
California,3.1,31,2021-05-26,2021-06-07,23.0,26.5,30.7,False,False,True
California,3.1,32,2021-06-09,2021-06-21,21.7,27.2,31.5,False,False,True
California,3.1,33,2021-06-23,2021-07-05,22.6,24.7,30.3,False,False,True
California,3.2,34,2021-07-21,2021-08-02,24.2,26.9,33.4,False,False,True
California,3.2,35,2021-08-04,2021-08-16,21.3,27.8,32.4,False,False,True
California,3.2,36,2021-08-18,2021-08-30,22.9,26.2,31.5,False,False,True
California,3.2,37,2021-09-01,2021-09-13,23.9,26.7,32.5,False,False,True
California,3.2,38,2021-09-15,2021-09-27,24.6,28.9,33.9,False,False,True
California,3.2,39,2021-09-29,2021-10-11,20.5,28.7,32.0,False,False,True
California,3.3,40,2021-12-01,2021-12-13,21.5,25.2,30.4,False,False,True
California,3.3,41,2021-12-29,2022-01-10,22.3,27.1,31.9,False,False,True
California,3.3,42,2022-01-26,2022-02-07,23.3,28.4,32.9,False,False,True
California,3.4,43,2022-03-02,2022-03-14,22.7,28.8,32.8,False,False,True
California,3.4,44,2022-03-30,2022-04-11,21.1,25.9,30.1,False,False,True
California,3.4,45,2022-04-27,2022-05-09,23.9,28.0,33.1,False,False,True
California,3.5,46,2022-06-01,2022-06-13,24.9,30.8,34.8,False,False,True
California,3.5,47,2022-06-29,2022-07-11,23.3,28.1,33.1,False,False,True
California,3.5,48,2022-07-27,2022-08-08,24.4,30.1,33.8,False,False,True
California,3.6,49,2022-09-14,2022-09-26,23.8,33.5,37.2,False,False,True
California,3.6,50,2022-10-05,2022-10-17,26.0,31.6,35.7,False,False,True
California,3.6,51,2022-11-02,2022-11-14,24.1,32.8,38.2,False,False,True
California,3.7,52,2022-12-09,2022-12-19,23.2,27.1,33.0,False,False,True
California,3.7,53,2023-01-04,2023-01-16,22.1,27.0,32.6,False,False,True
California,3.7,54,2023-02-01,2023-02-13,20.8,28.2,31.7,False,False,True
California,3.8,55,2023-03-01,2023-03-13,22.4,26.7,32.2,False,False,True
California,3.8,56,2023-03-29,2023-04-10,20.0,26.4,30.7,False,False,True
California,3.8,57,2023-04-26,2023-05-08,22.8,29.7,33.9,False,False,True
California,3.9,58,2023-06-07,2023-06-19,21.2,26.9,31.7,False,False,True
California,3.9,59,2023-06-28,2023-07-10,24.6,26.6,33.4,False,False,True
California,3.9,60,2023-07-26,2023-08-07,23.7,29.3,34.4,False,False,True
California,3.10,61,2023-08-23,2023-09-04,18.3,22.8,28.5,False,False,True
California,3.10,62,2023-09-20,2023-10-02,21.1,29.7,33.5,False,False,True
Colorado,1,1,2020-04-23,2020-05-05,22.0,32.6,35.9,False,False,True
Colorado,1,2,2020-05-07,2020-05-12,23.6,29.7,32.2,False,False,True
Colorado,1,3,2020-05-14,2020-05-19,23.7,27.6,33.1,False,False,True
Colorado,1,4,2020-05-21,2020-05-26,25.5,28.8,33.5,False,False,True
Colorado,1,5,2020-05-28,2020-06-02,23.9,29.4,33.6,False,False,True
Colorado,1,6,2020-06-04,2020-06-09,23.9,30.9,34.7,False,False,True
Colorado,1,7,2020-06-11,2020-06-16,22.1,29.8,33.5,False,False,True
Colorado,1,8,2020-06-18,2020-06-23,23.0,26.7,31.4,False,False,True
Colorado,1,9,2020-06-25,2020-06-30,26.1,33.0,37.3,False,False,True
Colorado,1,10,2020-07-02,2020-07-07,30.0,35.4,42.4,False,False,True
Colorado,1,11,2020-07-09,2020-07-14,26.1,35.2,39.2,False,False,True
Colorado,1,12,2020-07-16,2020-07-21,29.1,38.0,41.5,False,False,True
Colorado,2,13,2020-08-19,2020-08-31,24.5,32.6,37.6,False,False,True
Colorado,2,14,2020-09-02,2020-09-14,22.7,33.4,36.7,False,False,True
Colorado,2,15,2020-09-16,2020-09-28,25.2,34.2,37.7,False,False,True
Colorado,2,16,2020-09-30,2020-10-12,23.8,32.8,37.5,False,False,True
Colorado,2,17,2020-10-14,2020-10-26,26.1,34.1,37.7,False,False,True
Colorado,3,18,2020-10-28,2020-11-09,29.2,40.5,43.3,False,False,True
Colorado,3,19,2020-11-11,2020-11-23,26.0,42.2,45.8,False,False,True
Colorado,3,20,2020-11-25,2020-12-07,28.4,37.8,43.0,False,False,True
Colorado,3,21,2020-12-09,2020-12-21,30.3,39.4,44.6,False,False,True
